시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반대분류명,법규위반내용,도로형태_대분류,도로형태,가해자 당사자 종별,당사자1_차종,피해자 당사자 종별,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
포천시,2019   ,2019-02-21 19시,야간,목요일,차대차,추돌,,,단일로,기타단일로,승용차,,사륜오토바이(ATV),,1,0,3,2,0,37.97900649,127.33870854
안산시,2019   ,2019-02-20 22시,야간,수요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.30826802,126.86738332
오산시,2019   ,2019-02-20 22시,야간,수요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.15205833,127.06857527
용인시,2019   ,2019-02-20 18시,야간,수요일,차대사람,횡단중,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.21604219,127.23074865
시흥시,2019   ,2019-02-19 06시,주간,화요일,차량단독,공작물충돌,,,단일로,교량위,승용차,,없음,,1,1,2,0,0,37.43459854,126.81929926
여주시,2019   ,2019-02-18 17시,주간,월요일,차량단독,전도,,,단일로,기타단일로,화물차,,없음,,1,0,1,0,0,37.23584418,127.67994253
부천시,2019   ,2019-02-18 07시,주간,월요일,차대차,정면충돌,,,교차로,교차로내,이륜차,,승용차,,1,0,2,0,1,37.50472055,126.76315673
수원시,2019   ,2019-02-18 05시,야간,월요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.25201203,127.07019358
안양시,2019   ,2019-02-17 23시,야간,일요일,차대사람,기타,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.38425304,126.92733675
양주시,2019   ,2019-02-17 19시,야간,일요일,차량단독,공작물충돌,,,교차로,교차로부근,승용차,,없음,,1,0,1,0,0,37.82673973,127.09486918
성남시,2019   ,2019-02-16 00시,야간,토요일,차대사람,횡단중,,,기타,기타,승용차,,보행자,,1,0,1,0,0,37.41219723,127.12871904
구리시,2019   ,2019-02-15 14시,주간,금요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.61083796,127.13797627
양주시,2019   ,2019-02-15 10시,주간,금요일,차대사람,기타,,,단일로,기타단일로,화물차,,보행자,,1,0,2,0,1,37.76687316,127.05937430
화성시,2019   ,2019-02-15 07시,주간,금요일,차량단독,전도,,,단일로,기타단일로,승합차,,없음,,1,1,5,0,3,37.27676677,126.80506677
성남시,2019   ,2019-02-14 22시,야간,목요일,차대사람,기타,,,교차로,교차로내,승합차,,보행자,,1,0,1,0,0,37.36938453,127.10185895
평택시,2019   ,2019-02-14 20시,야간,목요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.03803693,127.01695688
양평군,2019   ,2019-02-14 19시,야간,목요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.49112209,127.53623281
이천시,2019   ,2019-02-14 18시,야간,목요일,차대사람,횡단중,,,교차로,교차로부근,승합차,,보행자,,1,0,1,0,0,37.11525161,127.61594792
김포시,2019   ,2019-02-14 10시,주간,목요일,차대차,기타,,,교차로,교차로부근,승용차,,화물차,,1,0,1,0,0,37.64978930,126.58762949
오산시,2019   ,2019-02-14 00시,야간,목요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.15232041,127.07374276
고양시,2019   ,2019-02-13 08시,주간,수요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,2,0,3,1,0,37.65331283,126.84212328
안산시,2019   ,2019-02-13 01시,야간,수요일,차량단독,공작물충돌,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.32674320,126.85677645
화성시,2019   ,2019-02-12 23시,야간,화요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.17538229,127.00084261
용인시,2019   ,2019-02-12 05시,야간,화요일,차대차,측면충돌,,,교차로,교차로내,승용차,,화물차,,1,2,3,0,0,37.26196287,127.21291303
평택시,2019   ,2019-02-09 13시,주간,토요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,3,2,0,37.06293786,127.09233044
여주시,2019   ,2019-02-08 03시,야간,금요일,차대사람,차도통행중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.29614960,127.54594391
양주시,2019   ,2019-02-07 20시,야간,목요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.79457019,126.98585888
남양주시,2019   ,2019-02-07 04시,야간,목요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.64513050,127.11882311
안산시,2019   ,2019-02-07 00시,야간,목요일,차대차,기타,,,단일로,기타단일로,승용차,,화물차,,1,0,1,0,0,37.36898375,126.87482343
고양시,2019   ,2019-02-06 15시,주간,수요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승합차,,보행자,,1,0,1,0,0,37.68129460,126.81290058
안양시,2019   ,2019-02-03 16시,주간,일요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,승용차,,1,0,5,0,4,37.40247825,126.92723198
의정부시,2019   ,2019-02-02 07시,주간,토요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.73301554,127.04178017
성남시,2019   ,2019-02-02 00시,야간,토요일,차대차,정면충돌,,,교차로,교차로내,승용차,,승용차,,1,1,2,0,0,37.37307936,127.13513511
고양시,2019   ,2019-02-02 00시,야간,토요일,차대사람,기타,,,교차로,교차로내,승용차,,보행자,,1,1,3,0,1,37.66260020,126.76634947
부천시,2019   ,2019-01-31 19시,야간,목요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.50614621,126.81120538
군포시,2019   ,2019-01-31 18시,야간,목요일,차대사람,횡단중,,,단일로,기타단일로,이륜차,,보행자,,1,0,1,0,0,37.35661200,126.94714936
연천군,2019   ,2019-01-31 18시,야간,목요일,차대차,측면충돌,,,단일로,기타단일로,화물차,,이륜차,,1,0,1,0,0,38.04390282,127.06117242
양주시,2019   ,2019-01-31 16시,주간,목요일,차대차,측면충돌,,,교차로,교차로내,건설기계,,사륜오토바이(ATV),,2,0,2,0,0,37.88957186,126.97454270
평택시,2019   ,2019-01-31 06시,주간,목요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,36.96291244,127.05891691
오산시,2019   ,2019-01-31 04시,야간,목요일,차대사람,횡단중,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.14297193,127.07351372
의정부시,2019   ,2019-01-28 19시,야간,월요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.73742514,127.01308435
화성시,2019   ,2019-01-27 05시,야간,일요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.22873082,126.80182171
안산시,2019   ,2019-01-27 03시,야간,일요일,차대차,추돌,,,단일로,기타단일로,승용차,,화물차,,1,0,1,0,0,37.30134841,126.89731996
고양시,2019   ,2019-01-26 14시,주간,토요일,차대차,측면충돌,,,교차로,교차로내,승용차,,화물차,,1,1,2,0,0,37.67059904,126.88706653
군포시,2019   ,2019-01-26 00시,야간,토요일,차대사람,기타,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.35942589,126.93414268
이천시,2019   ,2019-01-25 15시,주간,금요일,차대차,정면충돌,,,단일로,기타단일로,원동기장치자전거,,승용차,,1,0,2,0,1,37.15445580,127.48257800
성남시,2019   ,2019-01-24 04시,야간,목요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.44305596,127.13897838
성남시,2019   ,2019-01-23 07시,주간,수요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.43331025,127.12676103
수원시,2019   ,2019-01-23 05시,야간,수요일,차대차,기타,,,교차로,교차로부근,승용차,,이륜차,,1,0,1,0,0,37.29052728,126.96983608
성남시,2019   ,2019-01-22 07시,주간,화요일,차대사람,횡단중,,,교차로,교차로내,승합차,,보행자,,1,0,1,0,0,37.34271941,127.10388516
의정부시,2019   ,2019-01-22 06시,주간,화요일,차대사람,횡단중,,,교차로,교차로부근,승합차,,보행자,,1,0,1,0,0,37.75269794,127.06982255
성남시,2019   ,2019-01-22 05시,야간,화요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.41104079,127.12218203
화성시,2019   ,2019-01-22 00시,야간,화요일,차량단독,기타,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.24027636,127.03686527
하남시,2019   ,2019-01-22 00시,야간,화요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.55143449,127.18922055
광명시,2019   ,2019-01-21 06시,주간,월요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.47310416,126.87298574
연천군,2019   ,2019-01-20 06시,주간,일요일,차량단독,공작물충돌,,,교차로,교차로내,승용차,,없음,,1,0,1,0,0,38.02918887,127.05740893
광주시,2019   ,2019-01-20 01시,야간,일요일,차대차,추돌,,,단일로,기타단일로,승용차,,특수차,,1,2,3,0,0,37.40093013,127.24856168
안산시,2019   ,2019-01-19 22시,야간,토요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.32785109,126.84839173
시흥시,2019   ,2019-01-19 20시,야간,토요일,차대사람,기타,,,교차로,교차로내,이륜차,,보행자,,1,1,2,0,0,37.43728072,126.80011498
평택시,2019   ,2019-01-19 19시,야간,토요일,차대차,정면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.01053416,127.08869882
수원시,2019   ,2019-01-18 15시,주간,금요일,차대사람,기타,,,교차로,교차로횡단보도내,승합차,,보행자,,1,0,1,0,0,37.29295798,127.01099938
이천시,2019   ,2019-01-18 07시,주간,금요일,차대차,기타,,,단일로,기타단일로,자전거,,승용차,,1,0,1,0,0,37.24130804,127.50614471
성남시,2019   ,2019-01-17 18시,야간,목요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.35251857,127.10153026
화성시,2019   ,2019-01-17 13시,주간,목요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.21307817,126.73680135
동두천시,2019   ,2019-01-17 11시,주간,목요일,차대사람,기타,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.93316058,127.06081880
여주시,2019   ,2019-01-17 08시,주간,목요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,승용차,,1,1,2,0,0,37.21920054,127.52813909
고양시,2019   ,2019-01-16 09시,주간,수요일,차량단독,기타,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.67486135,126.75392513
김포시,2019   ,2019-01-16 06시,주간,수요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,0,2,0,1,37.59164156,126.78742410
화성시,2019   ,2019-01-15 21시,야간,화요일,차대차,측면충돌,,,단일로,기타단일로,화물차,,승용차,,1,0,3,0,2,37.16892206,126.99302295
광명시,2019   ,2019-01-15 07시,주간,화요일,차대차,추돌,,,단일로,기타단일로,건설기계,,이륜차,,1,0,1,0,0,37.47720841,126.86177729
평택시,2019   ,2019-01-15 02시,야간,화요일,차량단독,공작물충돌,,,단일로,기타단일로,화물차,,없음,,2,0,2,0,0,37.03388706,126.98613003
김포시,2019   ,2019-01-14 07시,주간,월요일,차대차,추돌,,,기타,기타,이륜차,,건설기계,,1,0,1,0,0,37.62601357,126.73484278
시흥시,2019   ,2019-01-14 00시,야간,월요일,차대차,기타,,,단일로,기타단일로,이륜차,,승용차,,1,1,2,0,0,37.43945759,126.78730973
남양주시,2019   ,2019-01-13 11시,주간,일요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.56474126,127.30388105
김포시,2019   ,2019-01-13 08시,주간,일요일,차대차,추돌,,,기타,기타,승용차,,특수차,,1,0,1,0,0,37.62037006,126.75722358
하남시,2019   ,2019-01-13 05시,야간,일요일,차대차,추돌,,,단일로,기타단일로,승용차,,화물차,,1,4,8,0,3,37.48796582,127.23983177
김포시,2019   ,2019-01-12 21시,야간,토요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.62300243,126.69941635
화성시,2019   ,2019-01-12 20시,야간,토요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.19460169,126.93948895
화성시,2019   ,2019-01-12 20시,야간,토요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,승합차,,1,0,4,0,3,37.14991349,126.70063620
광주시,2019   ,2019-01-12 12시,주간,토요일,차대차,추돌,,,단일로,터널안,건설기계,,승용차,,1,3,5,0,1,37.37363082,127.30984508
고양시,2019   ,2019-01-12 09시,주간,토요일,차대차,측면충돌,,,단일로,기타단일로,이륜차,,건설기계,,1,0,1,0,0,37.61624415,126.85081221
부천시,2019   ,2019-01-12 06시,주간,토요일,차대차,기타,,,교차로,교차로횡단보도내,승용차,,자전거,,1,0,1,0,0,37.49564902,126.77857443
의정부시,2019   ,2019-01-12 05시,야간,토요일,차대차,추돌,,,단일로,기타단일로,승용차,,건설기계,,1,0,1,0,0,37.72913682,127.03411002
고양시,2019   ,2019-01-11 08시,주간,금요일,차대사람,차도통행중,,,기타,기타,승용차,,보행자,,1,0,1,0,0,37.64873123,126.83999855
광주시,2019   ,2019-01-11 07시,주간,금요일,차대사람,차도통행중,,,교차로,교차로부근,화물차,,보행자,,1,0,1,0,0,37.39202377,127.25248897
양주시,2019   ,2019-01-11 06시,주간,금요일,차대차,측면충돌,,,교차로,교차로내,승용차,,승용차,,1,0,2,0,1,37.81058246,127.04631126
고양시,2019   ,2019-01-10 18시,야간,목요일,차대사람,횡단중,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.59572280,126.87797332
용인시,2019   ,2019-01-10 01시,야간,목요일,차대사람,기타,,,단일로,기타단일로,화물차,,보행자,,1,2,4,0,1,37.24710727,127.24000813
화성시,2019   ,2019-01-09 18시,야간,수요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,1,2,0,0,37.13220475,126.91054160
안성시,2019   ,2019-01-08 21시,야간,화요일,차대차,기타,,,교차로,교차로내,화물차,,이륜차,,1,0,2,1,0,37.01251887,127.24291144
평택시,2019   ,2019-01-08 18시,야간,화요일,차대차,정면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,36.99102781,127.11861718
양평군,2019   ,2019-01-08 18시,야간,화요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.50603970,127.62736616
김포시,2019   ,2019-01-08 16시,주간,화요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.68716575,126.60348767
이천시,2019   ,2019-01-07 20시,야간,월요일,차대차,추돌,,,교차로,교차로내,승용차,,화물차,,1,0,2,0,1,37.23159960,127.43384851
고양시,2019   ,2019-01-07 18시,야간,월요일,차대차,측면충돌,,,단일로,기타단일로,승용차,,이륜차,,1,0,1,0,0,37.64497707,126.85711400
안성시,2019   ,2019-01-05 01시,야간,토요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.01063891,127.22076272
여주시,2019   ,2019-01-04 15시,주간,금요일,차대사람,횡단중,,,교차로,교차로부근,화물차,,보행자,,1,0,1,0,0,37.29659282,127.63717811
평택시,2019   ,2019-01-04 10시,주간,금요일,차대차,정면충돌,,,교차로,교차로내,화물차,,승용차,,1,0,1,0,0,37.03963375,126.95288576
안산시,2019   ,2019-01-04 05시,야간,금요일,차대차,기타,,,교차로,교차로횡단보도내,자전거,,승용차,,1,0,1,0,0,37.33470658,126.79427218
평택시,2019   ,2019-01-02 19시,야간,수요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,36.99570056,127.06702145
광주시,2019   ,2019-01-02 10시,주간,수요일,차대차,측면충돌,,,교차로,교차로부근,자전거,,승용차,,1,0,1,0,0,37.41679363,127.25681484
안산시,2019   ,2019-01-01 03시,야간,화요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,승용차,,1,0,1,0,0,37.28829232,126.85714904
평택시,2018   ,2018-12-30 15시,주간,일요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,승합차,,1,0,2,0,1,36.99615709,127.11864776
부천시,2018   ,2018-12-29 22시,야간,토요일,차대차,후진중충돌,,,교차로,교차로내,승용차,,승용차,,1,0,1,0,0,37.49761773,126.78960819
오산시,2018   ,2018-12-29 19시,야간,토요일,차대차,측면충돌,,,교차로,교차로내,승합차,,승합차,,1,0,2,0,1,37.15893754,127.07899893
양평군,2018   ,2018-12-29 18시,야간,토요일,차대차,기타,,,단일로,기타단일로,화물차,,건설기계,,1,0,2,0,1,37.50134911,127.50309995
수원시,2018   ,2018-12-28 06시,주간,금요일,차대사람,횡단중,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.26071376,127.03526281
구리시,2018   ,2018-12-28 02시,야간,금요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,승용차,,2,1,5,0,2,37.59738888,127.13706609
용인시,2018   ,2018-12-28 00시,야간,금요일,차대사람,횡단중,,,단일로,기타단일로,승합차,,보행자,,1,0,1,0,0,37.31957617,127.08930058
김포시,2018   ,2018-12-27 19시,야간,목요일,차대사람,차도통행중,,,교차로,교차로부근,특수차,,보행자,,1,0,1,0,0,37.66288942,126.65974779
여주시,2018   ,2018-12-27 14시,주간,목요일,차량단독,기타,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.37303657,127.51986684
성남시,2018   ,2018-12-27 13시,주간,목요일,차대사람,횡단중,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.45127726,127.14820987
안산시,2018   ,2018-12-27 01시,야간,목요일,차량단독,기타,,,교차로,교차로내,원동기장치자전거,,없음,,1,0,1,0,0,37.29867545,126.81366603
오산시,2018   ,2018-12-27 00시,야간,목요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.14926196,127.06556196
안양시,2018   ,2018-12-26 16시,주간,수요일,차대차,측면충돌,,,교차로,교차로부근,자전거,,승합차,,1,0,1,0,0,37.39609014,126.96036029
성남시,2018   ,2018-12-24 19시,야간,월요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.41730472,127.08285486
용인시,2018   ,2018-12-24 09시,주간,월요일,차대사람,횡단중,,,교차로,교차로횡단보도내,화물차,,보행자,,1,0,1,0,0,37.23328969,127.20939173
안산시,2018   ,2018-12-24 05시,야간,월요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.33241215,126.85996781
여주시,2018   ,2018-12-22 20시,야간,토요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.39074203,127.63005159
남양주시,2018   ,2018-12-22 17시,주간,토요일,차대사람,횡단중,,,교차로,교차로부근,화물차,,보행자,,1,0,2,0,1,37.70189136,127.16456677
양주시,2018   ,2018-12-21 23시,야간,금요일,차량단독,공작물충돌,,,교차로,교차로내,승용차,,없음,,1,0,1,0,0,37.78497531,127.02775202
남양주시,2018   ,2018-12-21 17시,주간,금요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,화물차,,1,0,2,1,0,37.66348649,127.13166614
부천시,2018   ,2018-12-21 16시,주간,금요일,차대사람,보도통행중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.48953938,126.75129290
남양주시,2018   ,2018-12-21 09시,주간,금요일,차대사람,횡단중,,,단일로,기타단일로,건설기계,,보행자,,1,0,1,0,0,37.65302385,127.30660796
의정부시,2018   ,2018-12-21 05시,야간,금요일,차대사람,기타,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.73058007,127.08507794
남양주시,2018   ,2018-12-21 01시,야간,금요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.67040367,127.17273674
의정부시,2018   ,2018-12-20 20시,야간,목요일,차대사람,횡단중,,,교차로,교차로부근,화물차,,보행자,,1,0,1,0,0,37.75572795,127.03010626
김포시,2018   ,2018-12-20 13시,주간,목요일,차대차,기타,,,단일로,기타단일로,승용차,,이륜차,,1,0,1,0,0,37.66171969,126.62166644
이천시,2018   ,2018-12-20 07시,주간,목요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,이륜차,,1,0,1,0,0,37.27028329,127.46541851
김포시,2018   ,2018-12-20 07시,주간,목요일,차대차,기타,,,단일로,기타단일로,특수차,,화물차,,1,0,1,0,0,37.71154160,126.59159243
평택시,2018   ,2018-12-20 05시,야간,목요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.00492285,127.08485138
남양주시,2018   ,2018-12-20 04시,야간,목요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.65038978,127.11190382
평택시,2018   ,2018-12-19 20시,야간,수요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,36.99189754,127.12564765
평택시,2018   ,2018-12-19 06시,주간,수요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.07246438,127.03551411
양평군,2018   ,2018-12-19 05시,야간,수요일,차대차,기타,,,단일로,기타단일로,승용차,,화물차,,1,0,1,0,0,37.52053649,127.37531386
고양시,2018   ,2018-12-18 08시,주간,화요일,차대차,추돌,,,단일로,기타단일로,승합차,,화물차,,1,1,2,0,0,37.68281425,126.73196881
광주시,2018   ,2018-12-18 07시,주간,화요일,차대차,추돌,,,기타,기타,승합차,,화물차,,1,0,1,0,0,37.32255031,127.33920784
남양주시,2018   ,2018-12-18 06시,주간,화요일,차대사람,횡단중,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.74053831,127.19710301
양주시,2018   ,2018-12-18 03시,야간,화요일,차량단독,전복,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.81690626,126.94835857
성남시,2018   ,2018-12-17 21시,야간,월요일,차대사람,기타,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.45211378,127.15993050
고양시,2018   ,2018-12-15 18시,야간,토요일,차대사람,차도통행중,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.67727753,126.78457595
용인시,2018   ,2018-12-15 13시,주간,토요일,차대차,기타,,,단일로,기타단일로,화물차,,승용차,,1,1,4,0,2,37.23357048,127.11505400
의정부시,2018   ,2018-12-14 21시,야간,금요일,차대사람,횡단중,,,교차로,교차로부근,승합차,,보행자,,1,0,1,0,0,37.74758746,127.06491445
남양주시,2018   ,2018-12-14 17시,주간,금요일,차대차,추돌,,,단일로,기타단일로,승용차,,승용차,,1,0,3,0,2,37.66769685,127.11123317
남양주시,2018   ,2018-12-14 16시,주간,금요일,차대사람,횡단중,,,교차로,교차로횡단보도내,화물차,,보행자,,1,0,1,0,0,37.60999007,127.15184839
김포시,2018   ,2018-12-14 12시,주간,금요일,차대차,기타,,,교차로,교차로내,이륜차,,건설기계,,1,1,3,1,0,37.61866799,126.62102874
남양주시,2018   ,2018-12-12 18시,야간,수요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.62052821,127.18440049
오산시,2018   ,2018-12-12 11시,주간,수요일,차대사람,기타,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,37.14370826,127.06775567
부천시,2018   ,2018-12-11 07시,주간,화요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.49697881,126.75753116
오산시,2018   ,2018-12-11 01시,야간,화요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승합차,,보행자,,1,0,1,0,0,37.17066353,127.06367100
의정부시,2018   ,2018-12-10 05시,야간,월요일,차대차,기타,,,단일로,기타단일로,승용차,,이륜차,,1,0,1,0,0,37.70710371,127.04210992
수원시,2018   ,2018-12-09 18시,야간,일요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,2,0,1,37.29643635,127.00858491
안산시,2018   ,2018-12-08 07시,주간,토요일,차대차,추돌,,,단일로,기타단일로,승용차,,건설기계,,1,0,1,0,0,37.33060487,126.81723610
구리시,2018   ,2018-12-07 17시,주간,금요일,차량단독,기타,,,기타,기타,원동기장치자전거,,없음,,1,0,1,0,0,37.60844205,127.13181313
남양주시,2018   ,2018-12-06 11시,주간,목요일,차대사람,횡단중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.61318248,127.16805887
평택시,2018   ,2018-12-05 10시,주간,수요일,차대차,기타,,,단일로,기타단일로,화물차,,화물차,,1,0,1,0,0,37.00768992,126.86308285
남양주시,2018   ,2018-12-05 08시,주간,수요일,차량단독,공작물충돌,,,단일로,기타단일로,건설기계,,없음,,1,0,1,0,0,37.61862834,127.27592095
평택시,2018   ,2018-12-04 00시,야간,화요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,36.98636278,126.93819892
고양시,2018   ,2018-12-03 17시,주간,월요일,차대사람,기타,,,교차로,교차로횡단보도내,화물차,,보행자,,1,0,1,0,0,37.64033997,126.80700997
연천군,2018   ,2018-12-03 10시,주간,월요일,차대차,측면충돌,,,단일로,교량위,승용차,,승용차,,1,0,2,0,1,38.00187256,127.06750532
남양주시,2018   ,2018-12-03 05시,야간,월요일,차대사람,기타,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.65692308,127.17725145
양주시,2018   ,2018-12-01 02시,야간,토요일,차대차,정면충돌,,,단일로,기타단일로,승용차,,승용차,,1,2,3,0,0,37.72760745,126.94908972
평택시,2018   ,2018-11-30 05시,야간,금요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,0,5,4,0,37.03218173,126.98367918
고양시,2018   ,2018-11-30 04시,야간,금요일,차대차,추돌,,,단일로,기타단일로,승용차,,이륜차,,1,0,1,0,0,37.66406845,126.81879650
용인시,2018   ,2018-11-29 23시,야간,목요일,차량단독,기타,,,단일로,기타단일로,승합차,,없음,,1,0,1,0,0,37.23184088,127.15334669
이천시,2018   ,2018-11-29 23시,야간,목요일,차량단독,도로이탈 추락,,,교차로,교차로부근,승용차,,없음,,1,0,1,0,0,37.17226858,127.54752467
의왕시,2018   ,2018-11-28 14시,주간,수요일,차대사람,횡단중,,,단일로,기타단일로,승합차,,보행자,,1,0,1,0,0,37.39083000,127.00020840
성남시,2018   ,2018-11-27 10시,주간,화요일,차대차,추돌,,,단일로,기타단일로,건설기계,,승용차,,1,3,8,0,4,37.42460609,127.09748668
이천시,2018   ,2018-11-26 18시,야간,월요일,차대사람,횡단중,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.21798035,127.39734162
평택시,2018   ,2018-11-26 05시,야간,월요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,36.94976826,126.93899566
남양주시,2018   ,2018-11-25 06시,주간,일요일,차대차,기타,,,단일로,기타단일로,승합차,,승용차,,1,0,4,3,0,37.69894073,127.12460524
광명시,2018   ,2018-11-23 08시,주간,금요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.41563539,126.85990442
수원시,2018   ,2018-11-22 04시,야간,목요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.27135943,127.02847505
